,std_dev_age,native_share,education_variability,region_name,job_variability,frac_employed,median_income,gini_index,Lindqvist_Ostling_S1,Abramowitz_Saunders_S1,Duca_Saving_S1,Lindqvist_Ostling_S2,Abramowitz_Saunders_S2,Duca_Saving_S2,Lindqvist_Ostling_S3,Abramowitz_Saunders_S3,Duca_Saving_S3
0,18.275322901864897,0.9589189189189189,462.0,East Midlands,461.99999999999983,0.5113513513513513,8678.310546875,0.4496456906944587,5.253813033813031,3.0702702702702704,0.0009157990247369356,5.346418626418625,3.014054054054054,0.004935703551615897,4.8325728325728345,2.9275675675675674,0.00047393836495370466
1,18.773603419901217,0.9597388465723613,459.0,East of England,458.9999999999999,0.5038084874863983,9591.9658203125,0.4936576475750082,4.607416415967915,2.9934711643090317,0.001124444046887497,4.751783339378552,3.1120783460282917,0.0032074560324370873,4.659701626993442,3.0315560391730143,0.0006302480415426183
2,18.378665494290185,0.9234088457389428,463.0000000000001,London,462.9999999999999,0.5145631067961165,10688.2216796875,0.5051794950231132,6.729660462114489,3.2233009708737863,0.003909183887551972,6.582372827649506,3.0776699029126213,0.002389909390468543,6.606389547088662,3.0809061488673137,0.0005458211158940381
3,18.756242925472908,0.9742063492063492,251.49999999999991,North East,251.49999999999991,0.4662698412698413,8281.64892578125,0.45620669567516803,4.002634983748306,3.0793650793650795,0.0005149031981987385,3.9101896557164904,3.011904761904762,0.0018828960155490761,3.263072359493831,2.6706349206349205,3.6743092298647854e-05
4,18.88878003456369,0.972397476340694,633.5,North West,633.5000000000002,0.4952681388012618,9418.57177734375,0.4559357634957828,4.268718924208055,2.9921135646687698,0.006244048621169924,4.208074290594286,2.9093059936908516,0.007111592608673555,3.7294934007902687,2.774447949526814,0.002166119524892362
5,18.180234092345387,0.9699226582641077,1744.999999999999,Scotland,1744.9999999999993,0.48610713262675453,8709.8974609375,0.4538884218844925,3.963309008264399,3.1561157261529647,0.0012371974277488645,3.6311676607633765,2.8390146089945576,0.0013197406117795138,3.2170427599746945,2.7507877399026066,0.00022737697295503655
6,18.3427579482316,0.9523809523809523,734.5000000000001,South East,734.5000000000003,0.5217687074829932,10013.8994140625,0.46300473820748955,5.120099285459593,3.0653061224489795,0.0008375676801332776,5.171105801067876,3.0605442176870747,0.002077066654326129,5.184116178806443,3.1183673469387756,0.00022165745376312402
7,19.189719657785073,0.9586349534643226,483.0,South West,482.99999999999983,0.4901758014477766,8671.8095703125,0.4720331778560546,4.6161250885858545,3.0124095139607032,0.002450479850414075,4.6846343411246165,3.0744570837642193,0.0025460306488055253,4.523064439120366,3.1023784901758016,0.00015422606644071904
8,18.570538899782196,0.9593468843718761,1499.999999999999,Wales,1499.9999999999993,0.41086304565144954,8300.0,0.46848457723870407,5.279606797734091,3.1266244585138288,0.0035905482547628357,4.830440741974901,2.816727757414195,0.0030108834831478796,4.554250138842599,2.810063312229257,0.0005580993812316376
9,18.821393084520572,0.9717868338557993,478.0,West Midlands,477.99999999999983,0.5005224660397074,8520.9208984375,0.4466133765476614,3.681433436952122,2.9801462904911182,0.0024039762077063135,3.8289918372878935,2.960292580982236,0.0024377755216986696,3.507412896822791,2.8484848484848486,0.000744588938223177
10,19.15550380151143,0.9664634146341463,491.5000000000001,Yorkshire & Humber,491.4999999999999,0.46239837398373984,8283.30322265625,0.45867011480394737,4.509812131437694,3.1107723577235773,0.0018925989874612208,4.420736876493892,2.946138211382114,0.0026436245007031667,4.0831193294130275,2.9034552845528454,0.0001625166521841701
